,MatchID,Player,GameWeek,ForTeam,AgainstTeam,RelativeStrength,Goals,ShotsOnTarget,ShotsInBox,CloseShots,TotalShots,Headers,ShotsCentre,ShotsLeft,ShotsRight,GoalAssists,ShotOnTargetCreated,ShotInBoxCreated,CloseShotCreated,TotalShotCreated,HeadersCreated,CreatedCentre,CreatedLeft,CreatedRight,XG,XA,XGI,Date,BPS,CleanSheet,MinutesPlayed,NetTransfersIn,Points,Price,Saves,SelectedBy
83,58897,Scott Dann,1,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,24,1.0,90.0,0,7,4.5,0.0,18959
84,58897,Eberechi Eze,1,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,3,0.0,9.0,0,1,6.0,0.0,33257
85,58897,Sam Woods,1,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,4.0,0.0,0
86,58897,Shane Long,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,4,0.0,5.0,0,1,5.5,0.0,87664
87,58897,Ryan Bertrand,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0.1818992420864913,0.1818992420864913,2020-09-12,15,0.0,90.0,0,2,5.0,0.0,87171
88,58897,Alex McCarthy,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,17,0.0,90.0,0,2,4.5,2.0,1400435
89,58897,Oriol Romeu,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,13,0.0,90.0,0,2,4.5,0.0,269424
90,58897,Nathan Redmond,1,Southampton,Crystal Palace,0,0,1,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5080510895921173,0.0,0.5080510895921173,2020-09-12,5,0.0,90.0,0,2,6.5,0.0,54083
91,58897,Danny Ings,1,Southampton,Crystal Palace,0,0,2,2,2,3,2,2,0,1,0,0,1,0,1,0,0,1,0,0.5969190049323412,0.0808259587020649,0.6777449636344061,2020-09-12,1,0.0,90.0,0,2,8.5,0.0,1467030
92,58897,Jack Stephens,1,Southampton,Crystal Palace,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.233201581027668,0.0,0.233201581027668,2020-09-12,12,0.0,90.0,0,2,5.0,0.0,30741
93,58897,Stuart Armstrong,1,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2020-09-12,0,0.0,0.0,0,0,5.5,0.0,23082
